Attr,Age,Dist,EmpNo,Gen,JobSat,Marital,M_Income,OT,PctSalHike,TotWY,JobSat2,Income_LY,Diff_Income
0,35,8,1164,Male,3,Single,4323,No,17,6,sat,3695.0,628.0
0,37,10,802,Female,1,Divorced,2782,Yes,13,6,unsat,2462.0,320.0
0,36,10,1880,Female,3,Married,5673,Yes,13,10,sat,5020.0,653.0
0,33,2,39,Male,4,Single,2496,No,11,7,sat,2249.0,247.0
1,31,8,1433,Female,2,Single,1261,No,12,1,unsat,1126.0,135.0
0,49,3,1509,Female,1,Married,4789,No,25,10,unsat,3831.0,958.0
0,43,12,520,Male,2,Divorced,14336,No,11,25,unsat,12915.0,1421.0
0,30,9,41,Male,3,Single,2206,No,13,10,sat,1952.0,254.0
1,33,2,328,Female,1,Married,2707,No,20,13,unsat,2256.0,451.0
0,35,22,577,Male,3,Single,4230,No,15,6,sat,3678.0,552.0
0,28,29,1514,Male,2,Married,6549,No,14,8,unsat,5745.0,804.0
0,34,21,621,Male,4,Single,5337,No,12,10,sat,4765.0,572.0
1,41,5,1210,Male,1,Divorced,2107,No,17,5,unsat,1801.0,306.0
0,30,27,747,Male,4,Divorced,5304,No,23,10,sat,4312.0,992.0
1,34,16,1905,Male,1,Married,2307,Yes,23,5,unsat,1876.0,431.0
0,57,29,568,Male,4,Divorced,14118,No,12,32,sat,12605.0,1513.0
1,31,2,1379,Female,4,Single,2785,No,14,3,sat,2443.0,342.0
0,37,7,1885,Male,1,Married,4284,Yes,22,16,unsat,3511.0,773.0
1,28,2,440,Male,4,Married,3464,Yes,13,5,sat,3065.0,399.0
0,38,7,1382,Male,3,Divorced,2610,No,11,4,sat,2351.0,259.0
0,29,23,495,Male,4,Single,2201,No,16,6,sat,1897.0,304.0
0,28,5,916,Male,4,Single,4908,No,14,4,sat,4305.0,603.0
0,42,4,1171,Male,1,Single,5155,No,13,9,unsat,4562.0,593.0
0,29,8,1544,Female,1,Married,9715,No,13,9,unsat,8597.0,1118.0
0,38,9,245,Female,4,Single,2288,No,12,2,sat,2043.0,245.0
0,56,4,1191,Female,1,Divorced,19943,No,13,28,unsat,17649.0,2294.0
0,31,2,604,Male,4,Single,6582,Yes,13,10,sat,5825.0,757.0
0,34,1,649,Male,4,Married,3622,Yes,13,6,sat,3205.0,417.0
0,35,16,406,Male,2,Married,8020,No,15,12,unsat,6974.0,1046.0
0,35,8,1630,Female,3,Married,4148,No,12,15,sat,3704.0,444.0
0,35,16,1886,Female,2,Married,4788,Yes,11,4,unsat,4314.0,474.0
1,40,7,1649,Male,1,Single,2166,Yes,14,10,unsat,1900.0,266.0
0,27,6,1162,Male,3,Married,2539,No,13,4,sat,2247.0,292.0
0,41,3,2037,Male,2,Divorced,8938,No,11,14,unsat,8052.0,886.0
0,37,5,460,Male,4,Divorced,6347,No,16,8,sat,5472.0,875.0
1,31,6,163,Male,3,Married,6172,Yes,18,12,sat,5231.0,941.0
0,25,4,885,Male,1,Married,4256,No,12,5,unsat,3800.0,456.0
0,40,1,453,Male,4,Married,7457,Yes,22,6,sat,6112.0,1345.0
0,34,10,1774,Male,3,Divorced,4001,Yes,14,15,sat,3510.0,491.0
0,27,9,218,Male,2,Divorced,2024,No,18,6,unsat,1715.0,309.0
0,38,23,12,Male,3,Single,9526,No,21,10,sat,7873.0,1653.0
0,36,9,1949,Male,2,Married,2810,No,22,5,unsat,2303.0,507.0
1,33,16,1758,Female,1,Single,8564,Yes,20,11,unsat,7137.0,1427.0
0,30,3,680,Female,3,Divorced,2083,No,20,1,sat,1736.0,347.0
0,58,23,1308,Male,3,Divorced,2372,No,12,2,sat,2118.0,254.0
0,39,8,602,Female,3,Married,3755,No,11,8,sat,3383.0,372.0
0,30,24,11,Male,3,Divorced,2693,No,22,1,sat,2207.0,486.0
0,48,2,712,Male,2,Married,8120,No,12,12,unsat,7250.0,870.0
0,38,10,2015,Female,3,Married,13206,No,12,20,sat,11791.0,1415.0
0,38,2,1355,Female,1,Divorced,6893,No,15,11,unsat,5994.0,899.0
1,28,2,364,Male,3,Single,3485,No,11,5,sat,3140.0,345.0
0,25,4,527,Female,4,Single,4487,Yes,11,5,sat,4042.0,445.0
0,37,1,1700,Male,4,Divorced,9525,No,14,6,sat,8355.0,1170.0
0,53,2,1050,Female,2,Married,7525,No,12,30,unsat,6719.0,806.0
0,38,1,743,Female,3,Single,7861,Yes,14,10,sat,6896.0,965.0
0,31,9,581,Male,2,Divorced,10648,No,25,13,unsat,8518.0,2130.0
0,28,2,1296,Male,4,Married,3867,Yes,12,2,sat,3453.0,414.0
0,30,2,833,Female,4,Single,6877,Yes,24,12,sat,5546.0,1331.0
0,35,9,496,Male,2,Single,6540,No,19,10,unsat,5496.0,1044.0
0,43,9,1813,Male,3,Single,2438,No,13,7,sat,2158.0,280.0
0,48,1,664,Female,1,Married,15402,No,11,21,unsat,13876.0,1526.0
0,41,10,199,Male,1,Divorced,17181,No,13,21,unsat,15204.0,1977.0
1,26,3,510,Male,1,Single,3102,No,22,7,unsat,2543.0,559.0
0,28,7,1507,Male,1,Single,4898,No,14,5,unsat,4296.0,602.0
0,36,24,419,Female,2,Married,5674,No,15,11,unsat,4934.0,740.0
0,27,8,1094,Male,3,Married,4621,No,19,3,sat,3883.0,738.0
0,43,26,158,Male,4,Married,16959,Yes,12,25,sat,15142.0,1817.0
0,41,9,1772,Male,1,Divorced,2289,No,20,5,unsat,1908.0,381.0
0,24,10,507,Female,3,Divorced,4260,Yes,12,5,sat,3804.0,456.0
0,35,8,63,Male,4,Married,2269,No,19,1,sat,1907.0,362.0
0,54,3,303,Female,1,Married,5940,No,14,16,unsat,5211.0,729.0
0,31,2,1996,Male,3,Married,3067,No,19,3,sat,2577.0,490.0
0,40,2,1346,Male,4,Single,4661,No,13,9,sat,4125.0,536.0
1,19,22,167,Male,3,Single,1675,Yes,19,0,sat,1408.0,267.0
0,47,2,574,Female,4,Divorced,5070,No,13,20,sat,4487.0,583.0
0,33,1,855,Male,1,Divorced,4037,No,22,9,unsat,3309.0,728.0
0,36,3,1257,Male,2,Married,3692,No,12,12,unsat,3296.0,396.0
0,27,2,1898,Female,3,Single,6500,No,14,9,sat,5702.0,798.0
0,26,3,1581,Female,4,Married,2061,No,21,1,sat,1703.0,358.0
0,29,20,974,Female,4,Married,2157,No,15,3,sat,1876.0,281.0
0,32,24,772,Male,4,Married,5309,No,15,10,sat,4617.0,692.0
0,52,3,543,Male,3,Married,7969,Yes,14,28,sat,6990.0,979.0
1,29,14,1421,Female,4,Single,7553,Yes,12,9,sat,6744.0,809.0
1,35,14,1010,Male,2,Divorced,3743,Yes,24,5,unsat,3019.0,724.0
0,27,5,1850,Female,4,Single,2379,Yes,14,6,sat,2087.0,292.0
0,55,1,374,Male,1,Single,19045,Yes,14,37,unsat,16706.0,2339.0
0,48,22,1900,Female,4,Divorced,17174,No,11,24,sat,15472.0,1702.0
0,40,26,1180,Female,4,Married,4422,Yes,13,16,sat,3913.0,509.0
0,37,11,306,Male,4,Divorced,12185,Yes,14,10,sat,10689.0,1496.0
1,25,24,1273,Male,4,Single,1118,Yes,14,1,sat,981.0,137.0
0,37,6,474,Male,1,Divorced,5974,Yes,13,13,unsat,5287.0,687.0
0,32,3,727,Female,4,Single,11159,No,15,10,sat,9703.0,1456.0
0,33,6,692,Male,4,Divorced,7725,No,23,15,sat,6280.0,1445.0
0,31,24,1736,Female,4,Single,5238,No,20,9,sat,4365.0,873.0
0,29,2,1513,Female,2,Married,3180,No,13,4,unsat,2814.0,366.0
0,34,3,1115,Male,4,Married,2979,No,17,6,sat,2546.0,433.0
0,32,5,21,Male,2,Divorced,3298,Yes,12,7,unsat,2945.0,353.0
0,35,1,1172,Male,3,Married,2258,No,12,10,sat,2016.0,242.0
0,52,4,546,Female,4,Married,16555,No,13,31,sat,14650.0,1905.0
0,41,23,1678,Male,3,Single,7082,Yes,16,21,sat,6105.0,977.0
0,32,2,1190,Female,1,Divorced,2827,No,12,1,unsat,2524.0,303.0
0,47,14,728,Male,1,Single,4960,No,12,20,unsat,4429.0,531.0
0,43,15,754,Male,4,Married,6804,No,18,7,sat,5766.0,1038.0
0,36,1,479,Female,4,Single,6653,No,15,7,sat,5785.0,868.0
1,29,25,565,Female,2,Married,2546,No,16,6,unsat,2195.0,351.0
0,26,1,1083,Male,1,Married,3955,No,16,6,unsat,3409.0,546.0
1,29,9,1752,Female,2,Single,2760,No,13,2,unsat,2442.0,318.0
0,33,3,910,Male,2,Divorced,2277,Yes,11,7,unsat,2051.0,226.0
0,45,7,341,Male,3,Married,6434,No,17,9,sat,5499.0,935.0
0,37,25,1161,Female,4,Divorced,5731,No,13,9,sat,5072.0,659.0
1,29,1,300,Male,3,Single,2058,No,14,7,sat,1805.0,253.0
0,37,10,715,Male,4,Single,4680,No,17,4,sat,4000.0,680.0
0,34,5,1696,Male,4,Married,3986,No,14,15,sat,3496.0,490.0
0,32,1,2016,Female,4,Married,10422,No,19,14,sat,8758.0,1664.0
0,44,29,1225,Male,4,Single,4541,No,25,20,sat,3633.0,908.0
0,25,7,143,Male,4,Married,2889,No,11,2,sat,2603.0,286.0
0,38,2,773,Male,3,Married,3057,Yes,13,6,sat,2705.0,352.0
0,34,3,1658,Female,2,Divorced,5433,No,12,11,unsat,4851.0,582.0
0,34,26,1374,Female,3,Divorced,2029,No,20,5,sat,1691.0,338.0
0,33,5,428,Female,2,Married,11878,No,11,12,unsat,10701.0,1177.0
1,43,9,1188,Female,3,Single,5346,No,13,7,sat,4731.0,615.0
0,60,7,549,Female,1,Married,19566,No,11,33,unsat,17627.0,1939.0
0,49,20,170,Female,1,Married,6567,No,14,16,unsat,5761.0,806.0
0,40,9,1166,Female,3,Single,13499,No,17,20,sat,11538.0,1961.0
0,40,2,1474,Male,3,Divorced,2345,No,14,8,sat,2057.0,288.0
1,30,22,1004,Female,3,Married,2132,Yes,11,7,sat,1921.0,211.0
0,42,28,551,Female,4,Married,4523,No,11,7,sat,4075.0,448.0
0,26,6,1918,Male,4,Married,2544,No,18,8,sat,2156.0,388.0
0,39,1,1026,Female,4,Married,12742,No,16,21,sat,10984.0,1758.0
0,33,14,252,Female,2,Married,2756,No,13,8,unsat,2439.0,317.0
1,30,26,299,Female,1,Single,6696,No,15,9,unsat,5823.0,873.0
0,31,20,1135,Male,4,Married,2791,No,12,3,sat,2492.0,299.0
0,55,2,1096,Male,2,Married,10976,No,18,23,unsat,9302.0,1674.0
1,31,29,355,Male,2,Single,3479,No,11,6,unsat,3134.0,345.0
0,55,22,1694,Male,2,Divorced,3537,No,12,8,unsat,3158.0,379.0
0,46,3,1124,Male,3,Married,17465,No,12,23,sat,15594.0,1871.0
1,38,29,282,Male,1,Married,6673,Yes,19,17,unsat,5608.0,1065.0
0,53,2,23,Female,4,Married,15427,No,16,31,sat,13299.0,2128.0
0,51,6,1297,Female,3,Single,2838,No,14,8,sat,2489.0,349.0
0,23,10,784,Male,3,Single,3505,No,18,2,sat,2970.0,535.0
0,39,25,1397,Male,3,Married,10920,No,21,13,sat,9025.0,1895.0
0,42,2,2031,Male,3,Married,18880,No,11,24,sat,17009.0,1871.0
0,52,1,976,Male,4,Married,17099,No,15,26,sat,14869.0,2230.0
0,44,2,1703,Female,4,Married,7879,Yes,19,9,sat,6621.0,1258.0
0,40,10,954,Male,2,Divorced,9705,No,12,11,unsat,8665.0,1040.0
1,28,2,1504,Male,1,Single,2561,No,11,8,unsat,2307.0,254.0
0,31,20,1881,Male,3,Divorced,4197,No,11,10,sat,3781.0,416.0
0,40,2,521,Female,3,Married,3448,No,22,20,sat,2826.0,622.0
0,36,6,1221,Male,3,Divorced,2741,No,14,7,sat,2404.0,337.0
0,41,10,599,Male,4,Single,6230,No,14,16,sat,5465.0,765.0
1,35,23,261,Male,3,Married,5916,Yes,13,8,sat,5235.0,681.0
1,56,24,1907,Male,4,Single,2587,No,16,5,sat,2230.0,357.0
1,38,2,1573,Male,2,Married,4855,No,11,7,unsat,4374.0,481.0
1,18,3,405,Male,3,Single,1420,No,13,0,sat,1257.0,163.0
0,22,2,169,Male,4,Married,2523,No,14,3,sat,2213.0,310.0
0,54,17,1013,Female,3,Married,10739,No,11,22,sat,9675.0,1064.0
0,35,6,691,Male,4,Single,6646,No,13,17,sat,5881.0,765.0
0,35,5,464,Male,2,Single,8095,No,13,17,unsat,7164.0,931.0
0,36,13,829,Male,2,Married,2143,No,13,8,unsat,1896.0,247.0
1,46,9,1457,Male,4,Divorced,10096,No,11,28,sat,9095.0,1001.0
0,32,9,195,Male,4,Divorced,4668,No,17,9,sat,3990.0,678.0
0,32,1,134,Male,1,Single,2956,No,13,1,unsat,2616.0,340.0
0,29,1,1264,Female,4,Divorced,16124,No,14,9,sat,14144.0,1980.0
0,35,8,1243,Female,4,Married,10377,Yes,11,16,sat,9349.0,1028.0
0,30,12,533,Female,3,Single,6577,No,11,6,sat,5925.0,652.0
0,47,14,1503,Female,3,Married,4591,Yes,17,11,sat,3924.0,667.0
0,38,16,1583,Female,2,Single,4198,No,12,8,unsat,3748.0,450.0
0,31,1,1011,Female,1,Married,4148,No,12,4,unsat,3704.0,444.0
0,26,23,560,Female,4,Divorced,2886,No,22,3,sat,2366.0,520.0
0,27,17,233,Male,2,Married,3058,Yes,16,6,unsat,2636.0,422.0
0,40,14,1128,Male,3,Single,19626,No,14,21,sat,17216.0,2410.0
0,26,2,1407,Male,4,Single,3904,No,12,5,sat,3486.0,418.0
1,24,22,1714,Male,3,Married,1555,No,11,1,sat,1401.0,154.0
1,22,7,1878,Male,2,Single,2472,Yes,23,1,unsat,2010.0,462.0
0,37,21,267,Male,1,Married,3564,Yes,12,8,unsat,3182.0,382.0
0,27,8,458,Female,2,Married,6214,No,18,8,unsat,5266.0,948.0
0,29,7,912,Female,4,Divorced,2532,No,14,8,sat,2221.0,311.0
0,43,25,1076,Male,4,Divorced,10798,No,13,18,sat,9556.0,1242.0
1,55,13,1372,Male,3,Single,13695,Yes,17,24,sat,11705.0,1990.0
1,33,29,1101,Female,3,Single,4508,No,22,14,sat,3695.0,813.0
0,53,7,730,Male,3,Married,14814,No,19,32,sat,12449.0,2365.0
0,56,9,762,Male,4,Married,11103,No,11,30,sat,10003.0,1100.0
0,27,2,1371,Male,4,Single,5071,No,20,8,sat,4226.0,845.0
0,58,21,1938,Female,4,Married,17875,Yes,13,29,sat,15819.0,2056.0
1,51,8,179,Male,4,Single,10650,No,15,18,sat,9261.0,1389.0
0,39,3,760,Female,2,Married,6389,No,15,12,unsat,5556.0,833.0
1,36,9,90,Male,3,Married,3388,Yes,17,2,sat,2896.0,492.0
0,41,28,2034,Female,2,Married,13570,No,23,21,unsat,11033.0,2537.0
0,50,12,174,Female,4,Single,9208,No,11,16,sat,8295.0,913.0
0,31,7,76,Male,4,Divorced,5915,No,22,10,sat,4848.0,1067.0
0,40,10,483,Female,3,Married,2213,Yes,13,10,sat,1958.0,255.0
1,42,19,752,Male,3,Divorced,2759,Yes,12,7,sat,2463.0,296.0
0,36,17,1908,Male,2,Married,5507,No,16,12,unsat,4747.0,760.0
0,38,1,950,Female,1,Married,13582,No,13,15,unsat,12019.0,1563.0
0,29,10,749,Male,3,Single,2642,No,11,1,sat,2380.0,262.0
0,41,2,410,Male,2,Single,16015,No,19,22,unsat,13458.0,2557.0
0,42,2,1231,Male,1,Married,6272,No,16,10,unsat,5407.0,865.0
0,50,7,80,Female,3,Divorced,18740,Yes,12,29,sat,16732.0,2008.0
0,37,1,623,Female,4,Single,7491,No,17,12,sat,6403.0,1088.0
0,35,18,1621,Male,1,Married,5208,No,11,16,unsat,4692.0,516.0
0,58,2,1824,Male,2,Divorced,16291,No,22,37,unsat,13353.0,2938.0
0,29,27,793,Female,3,Married,4335,No,12,11,sat,3871.0,464.0
0,27,23,1864,Female,3,Married,3540,No,21,9,sat,2926.0,614.0
0,43,11,1971,Male,3,Married,7510,No,17,10,sat,6419.0,1091.0
0,25,8,2018,Female,3,Divorced,4907,Yes,22,6,sat,4022.0,885.0
0,37,4,311,Male,4,Divorced,2793,No,17,13,sat,2387.0,406.0
0,47,3,746,Female,3,Divorced,13770,Yes,12,28,sat,12295.0,1475.0
0,35,17,1218,Male,1,Married,8966,Yes,15,15,unsat,7797.0,1169.0
1,35,15,1645,Male,4,Divorced,5440,Yes,14,7,sat,4772.0,668.0
0,34,6,138,Female,3,Single,4809,No,14,16,sat,4218.0,591.0
1,40,24,986,Female,2,Single,13194,Yes,16,22,unsat,11374.0,1820.0
0,30,18,194,Female,3,Single,2632,No,14,5,sat,2309.0,323.0
0,40,28,615,Male,1,Divorced,10932,No,15,20,unsat,9506.0,1426.0
1,30,12,648,Male,1,Married,2033,No,18,1,unsat,1723.0,310.0
1,52,2,1038,Female,4,Married,19845,No,15,33,sat,17257.0,2588.0
0,54,1,1422,Female,4,Single,17328,No,19,29,sat,14561.0,2767.0
0,29,7,1883,Male,1,Single,2062,No,14,11,unsat,1809.0,253.0
0,38,8,1937,Female,2,Divorced,2133,Yes,16,20,unsat,1839.0,294.0
0,26,1,384,Female,2,Divorced,6397,No,20,6,unsat,5331.0,1066.0
1,26,2,1053,Male,1,Married,2042,Yes,14,6,unsat,1791.0,251.0
0,42,26,404,Female,2,Married,13525,No,14,23,unsat,11864.0,1661.0
0,34,1,1580,Male,4,Married,5484,No,17,9,sat,4687.0,797.0
0,36,10,1312,Female,3,Married,7094,No,12,10,sat,6334.0,760.0
0,48,2,1258,Male,2,Single,2559,No,11,7,unsat,2305.0,254.0
0,33,21,1698,Male,2,Married,2028,No,18,14,unsat,1719.0,309.0
0,31,5,399,Female,2,Divorced,2789,No,11,2,unsat,2513.0,276.0
0,48,4,1024,Male,3,Single,10999,No,14,27,sat,9648.0,1351.0
1,55,2,842,Male,4,Single,5160,No,16,12,sat,4448.0,712.0
0,40,9,964,Male,2,Divorced,3617,Yes,14,3,unsat,3173.0,444.0
0,45,29,1465,Male,4,Married,9380,Yes,18,10,sat,7949.0,1431.0
0,31,26,16,Male,3,Divorced,2911,No,17,5,sat,2488.0,423.0
0,50,2,1215,Female,1,Married,17856,No,22,32,unsat,14636.0,3220.0
0,36,8,742,Female,1,Married,11713,No,14,10,unsat,10275.0,1438.0
0,50,11,226,Female,2,Single,19926,No,15,21,unsat,17327.0,2599.0
0,36,3,397,Male,2,Single,4485,No,12,10,unsat,4004.0,481.0
1,55,2,787,Male,1,Married,19859,Yes,13,24,unsat,17574.0,2285.0
0,35,1,1564,Male,1,Single,2450,No,19,3,unsat,2059.0,391.0
0,34,1,1535,Male,3,Married,7083,Yes,14,10,sat,6213.0,870.0
0,40,1,2012,Male,4,Married,2406,No,19,8,sat,2022.0,384.0
0,48,4,1363,Male,4,Single,7898,No,11,11,sat,7115.0,783.0
1,24,7,647,Female,3,Married,2886,Yes,16,6,sat,2488.0,398.0
0,35,18,1945,Male,1,Married,5561,No,16,6,unsat,4794.0,767.0
0,30,2,508,Male,2,Married,2476,No,18,1,unsat,2098.0,378.0
0,36,7,1362,Female,1,Married,4639,No,16,17,unsat,3999.0,640.0
1,48,1,64,Male,3,Single,5381,Yes,13,23,sat,4762.0,619.0
0,46,1,288,Male,1,Divorced,9396,No,16,17,unsat,8100.0,1296.0
0,29,5,1669,Male,2,Divorced,4187,Yes,13,10,unsat,3705.0,482.0
0,39,2,343,Female,3,Single,10938,No,25,20,sat,8750.0,2188.0
0,33,2,1756,Female,2,Single,5147,No,15,13,unsat,4476.0,671.0
1,20,9,1077,Female,4,Single,2323,Yes,14,2,sat,2038.0,285.0
0,40,11,1985,Female,3,Married,6323,No,11,10,sat,5696.0,627.0
0,30,1,1241,Male,2,Married,3579,Yes,21,12,unsat,2958.0,621.0
0,37,16,868,Male,3,Divorced,6334,No,19,9,sat,5323.0,1011.0
0,43,28,171,Female,3,Single,4739,No,12,18,sat,4231.0,508.0
0,29,8,1150,Male,4,Married,5056,Yes,15,10,sat,4397.0,659.0
0,46,5,62,Male,4,Single,5772,Yes,21,14,sat,4770.0,1002.0
0,25,8,707,Male,2,Married,4851,No,22,4,unsat,3976.0,875.0
0,32,8,207,Female,4,Single,8998,No,14,9,sat,7893.0,1105.0
0,28,1,1301,Male,1,Single,2080,No,11,5,unsat,1874.0,206.0
0,53,7,862,Female,4,Married,10934,Yes,18,35,sat,9266.0,1668.0
0,59,3,10,Female,1,Married,2670,Yes,20,12,unsat,2225.0,445.0
0,41,1,734,Male,3,Married,19189,No,12,22,sat,17133.0,2056.0
1,29,1,816,Female,1,Married,2319,Yes,11,1,unsat,2089.0,230.0
0,32,26,333,Male,4,Married,4465,No,18,4,sat,3784.0,681.0
0,28,15,1102,Male,3,Divorced,2207,No,16,4,sat,1903.0,304.0
0,38,10,1563,Male,3,Married,6077,No,11,10,sat,5475.0,602.0
0,45,23,1002,Male,1,Married,3633,Yes,15,9,unsat,3159.0,474.0
1,29,1,896,Female,3,Divorced,2800,Yes,19,5,sat,2353.0,447.0
0,28,3,1875,Female,2,Married,2856,No,19,1,unsat,2400.0,456.0
1,18,8,1156,Male,3,Single,1904,No,12,0,sat,1700.0,204.0
0,27,10,1403,Female,4,Married,5769,Yes,11,6,sat,5197.0,572.0
0,36,7,1659,Male,2,Single,2013,No,11,15,unsat,1814.0,199.0
0,34,19,18,Male,4,Divorced,2661,No,11,3,sat,2397.0,264.0
0,36,5,1651,Female,1,Married,8008,No,12,9,unsat,7150.0,858.0
0,42,29,836,Male,2,Married,4434,No,13,10,unsat,3924.0,510.0
0,42,23,1976,Male,3,Single,4332,No,12,20,sat,3868.0,464.0
0,35,7,845,Male,3,Single,10221,No,21,17,sat,8447.0,1774.0
0,51,7,211,Male,3,Married,6132,No,17,10,sat,5241.0,891.0
0,31,5,1673,Female,4,Married,5476,No,11,10,sat,4933.0,543.0
0,51,11,1367,Female,2,Single,13142,No,16,29,unsat,11329.0,1813.0
0,43,6,1402,Female,3,Single,4081,Yes,14,20,sat,3580.0,501.0
0,35,18,2049,Male,3,Married,5689,Yes,14,10,sat,4990.0,699.0
0,33,8,1798,Male,1,Married,3143,No,19,14,unsat,2641.0,502.0
0,38,18,1766,Male,4,Married,5811,Yes,16,15,sat,5009.0,802.0
1,46,9,118,Male,4,Single,9619,No,16,9,sat,8292.0,1327.0
0,34,10,277,Male,3,Divorced,3815,Yes,17,5,sat,3261.0,554.0
0,54,10,1980,Female,1,Single,4440,Yes,19,9,unsat,3731.0,709.0
1,33,16,819,Female,1,Single,5324,No,15,6,unsat,4630.0,694.0
0,38,3,1060,Male,3,Married,2821,No,16,8,sat,2432.0,389.0
0,24,4,888,Male,4,Married,3162,No,17,6,sat,2703.0,459.0
0,33,5,338,Female,4,Married,2911,No,13,2,sat,2576.0,335.0
0,35,27,856,Female,1,Single,2559,No,11,6,unsat,2305.0,254.0
0,45,2,834,Female,3,Single,2274,No,14,1,sat,1995.0,279.0
0,46,10,580,Female,4,Married,9071,Yes,19,15,sat,7623.0,1448.0
0,28,17,536,Male,1,Divorced,4558,No,12,10,unsat,4070.0,488.0
1,28,24,1082,Male,1,Single,8722,No,12,10,unsat,7787.0,935.0
0,42,8,35,Male,2,Married,6825,No,11,10,unsat,6149.0,676.0
1,39,2,1458,Female,1,Single,3646,Yes,23,11,unsat,2964.0,682.0
0,50,22,1539,Male,4,Single,14411,Yes,13,32,sat,12753.0,1658.0
